service_id,visit_id,car_id,tanggal,km_saat_servis,cabang,mekanik,kategori_servis,item_servis,qty,harga
SVC028531,V007939,CAR0207,2022-05-16,57209,Cabang Setia Budi,Mekanik Anto,Rem & Kaki,Spooring & Balancing,1,324000
SVC028532,V007939,CAR0207,2022-05-16,57209,Cabang Setia Budi,Mekanik Anto,Rem & Kaki,Ban (per pcs),2,1252000
SVC014682,V003779,CAR0341,2022-05-16,10644,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Filter Udara,1,149000
SVC005269,V001353,CAR0125,2022-05-16,50041,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Kabin/AC,1,140000
SVC005268,V001353,CAR0125,2022-05-16,50041,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Udara,1,147000
SVC005267,V001353,CAR0125,2022-05-16,50041,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Oli,1,64000
SVC005266,V001353,CAR0125,2022-05-16,50041,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,560000
SVC014681,V003779,CAR0341,2022-05-16,10644,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,540000
SVC019071,V004913,CAR0433,2022-05-17,64402,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,500000
SVC019073,V004913,CAR0433,2022-05-17,64402,Cabang Gatot Subroto,Mekanik Sahat,Rem & Kaki,Kampas Rem Depan,1,779000
SVC019072,V004913,CAR0433,2022-05-17,64402,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Oli,1,117000
SVC020402,V005259,CAR0460,2022-05-17,53276,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Filter Udara,1,256000
SVC020401,V005259,CAR0460,2022-05-17,53276,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Filter Oli,1,114000
SVC019074,V004913,CAR0433,2022-05-17,64402,Cabang Gatot Subroto,Mekanik Sahat,Pendingin,Coolant/Radiator,1,214000
SVC020400,V005259,CAR0460,2022-05-17,53276,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,650000
SVC021234,V005467,CAR0478,2022-05-17,30568,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Filter Oli,1,86000
SVC028259,V007708,CAR0197,2022-05-17,83894,Cabang Ringroad,Mekanik Rudi,Tune Up,Busi (set),1,244000
SVC021233,V005467,CAR0478,2022-05-17,30568,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,420000
SVC027812,V007326,CAR0278,2022-05-18,101842,Cabang Krakatau,Mekanik Rudi,Kelistrikan,Aki/Accu,1,1719000
SVC014763,V003800,CAR0342,2022-05-19,48507,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,450000
SVC014764,V003800,CAR0342,2022-05-19,48507,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Oli,1,108000
SVC014767,V003800,CAR0342,2022-05-19,48507,Cabang Gatot Subroto,Mekanik Joni,Tune Up,Tune Up / Servis Berkala,1,642000
SVC014765,V003800,CAR0342,2022-05-19,48507,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Udara,1,149000
SVC011666,V003000,CAR0274,2022-05-19,6544,Cabang Ringroad,Mekanik Tigor,Oli & Filter,Filter Udara,1,177000
SVC011664,V003000,CAR0274,2022-05-19,6544,Cabang Ringroad,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,650000
SVC011665,V003000,CAR0274,2022-05-19,6544,Cabang Ringroad,Mekanik Tigor,Oli & Filter,Filter Oli,1,84000
SVC014766,V003800,CAR0342,2022-05-19,48507,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Kabin/AC,1,139000
SVC007416,V001915,CAR0168,2022-05-20,18371,Cabang Ringroad,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,520000
SVC007418,V001915,CAR0168,2022-05-20,18371,Cabang Ringroad,Mekanik Dani,Oli & Filter,Filter Udara,1,128000
SVC007417,V001915,CAR0168,2022-05-20,18371,Cabang Ringroad,Mekanik Dani,Oli & Filter,Filter Oli,1,119000
SVC028814,V008179,CAR0476,2022-05-21,93742,Cabang Ringroad,Mekanik Dani,Pendingin,Coolant/Radiator,1,239000
SVC004307,V001113,CAR0101,2022-05-22,48463,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,450000
SVC004308,V001113,CAR0101,2022-05-22,48463,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Oli,1,92000
SVC004309,V001113,CAR0101,2022-05-22,48463,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Udara,1,135000
SVC018685,V004817,CAR0426,2022-05-23,52863,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,650000
SVC028198,V007661,CAR0441,2022-05-23,48690,Cabang Ringroad,Mekanik Hasan,Kelistrikan,Aki/Accu,1,1370000
SVC028398,V007826,CAR0367,2022-05-23,107930,Cabang Ringroad,Mekanik Tigor,Pendingin,Servis AC,1,598000
SVC018688,V004817,CAR0426,2022-05-23,52863,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Filter Kabin/AC,1,171000
SVC028399,V007826,CAR0367,2022-05-23,107930,Cabang Ringroad,Mekanik Tigor,Oli & Filter,Filter Kabin/AC,1,149000
SVC018687,V004817,CAR0426,2022-05-23,52863,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Filter Udara,1,231000
SVC018686,V004817,CAR0426,2022-05-23,52863,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Filter Oli,1,100000
SVC003759,V000974,CAR0085,2022-05-24,38419,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,450000
SVC003760,V000974,CAR0085,2022-05-24,38419,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Filter Oli,1,86000
SVC028967,V008306,CAR0474,2022-05-24,29567,Cabang Setia Budi,Mekanik Hasan,Kelistrikan,Aki/Accu,1,1222000
SVC003762,V000974,CAR0085,2022-05-24,38419,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Filter Kabin/AC,1,131000
SVC003761,V000974,CAR0085,2022-05-24,38419,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Filter Udara,1,218000
SVC028471,V007889,CAR0582,2022-05-25,110277,Cabang Ringroad,Mekanik Dani,Kelistrikan,Aki/Accu,1,1368000
SVC028750,V008129,CAR0378,2022-05-25,77783,Cabang Gatot Subroto,Mekanik Dani,Kelistrikan,Aki/Accu,1,1837000
SVC020717,V005337,CAR0468,2022-05-25,43084,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,500000
SVC020718,V005337,CAR0468,2022-05-25,43084,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Filter Oli,1,119000
SVC020719,V005337,CAR0468,2022-05-25,43084,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Filter Udara,1,132000
SVC028223,V007679,CAR0230,2022-05-25,157762,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Filter Kabin/AC,1,148000
SVC020720,V005337,CAR0468,2022-05-25,43084,Cabang Gatot Subroto,Mekanik Rudi,Tune Up,Tune Up / Servis Berkala,1,649000
SVC028222,V007679,CAR0230,2022-05-25,157762,Cabang Sisingamangaraja,Mekanik Hasan,Pendingin,Servis AC,1,559000
SVC005387,V001380,CAR0126,2022-05-26,14862,Cabang Gatot Subroto,Mekanik Hasan,Kelistrikan,Aki/Accu,1,1197000
SVC005385,V001380,CAR0126,2022-05-26,14862,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,780000
SVC005388,V001380,CAR0126,2022-05-26,14862,Cabang Gatot Subroto,Mekanik Hasan,Lainnya,Wiper,1,133000
SVC005386,V001380,CAR0126,2022-05-26,14862,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Filter Oli,1,107000
SVC001307,V000339,CAR0034,2022-05-28,53907,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,760000
SVC001308,V000339,CAR0034,2022-05-28,53907,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Oli,1,89000
SVC001309,V000339,CAR0034,2022-05-28,53907,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Udara,1,150000
SVC001310,V000339,CAR0034,2022-05-28,53907,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Kabin/AC,1,114000
SVC028864,V008220,CAR0270,2022-05-28,45510,Cabang Sisingamangaraja,Mekanik Tigor,Rem & Kaki,Ban (per pcs),4,1244000
SVC028761,V008138,CAR0595,2022-05-28,53481,Cabang Sisingamangaraja,Mekanik Anto,Kelistrikan,Aki/Accu,1,1775000
SVC002466,V000633,CAR0061,2022-05-31,45716,Cabang Setia Budi,Mekanik Anto,Tune Up,Busi (set),1,361000
SVC002464,V000633,CAR0061,2022-05-31,45716,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Oli,1,65000
SVC002463,V000633,CAR0061,2022-05-31,45716,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,450000
SVC002465,V000633,CAR0061,2022-05-31,45716,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Udara,1,202000
SVC025056,V006460,CAR0562,2022-06-02,30283,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Filter Udara,1,145000
SVC025054,V006460,CAR0562,2022-06-02,30283,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,330000
SVC025059,V006460,CAR0562,2022-06-02,30283,Cabang Sisingamangaraja,Mekanik Beni,Rem & Kaki,Kampas Rem Belakang,1,736000
SVC025055,V006460,CAR0562,2022-06-02,30283,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Filter Oli,1,112000
SVC025057,V006460,CAR0562,2022-06-02,30283,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Filter Kabin/AC,1,152000
SVC025058,V006460,CAR0562,2022-06-02,30283,Cabang Sisingamangaraja,Mekanik Beni,Rem & Kaki,Kampas Rem Depan,1,687000
SVC000288,V000076,CAR0009,2022-06-03,68022,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Oli,1,114000
SVC000287,V000076,CAR0009,2022-06-03,68022,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,520000
SVC028909,V008259,CAR0055,2022-06-04,157878,Cabang Ringroad,Mekanik Beni,Pendingin,Servis AC,1,277000
SVC028796,V008165,CAR0308,2022-06-04,34642,Cabang Setia Budi,Mekanik Hasan,Pendingin,Servis AC,1,424000
SVC028910,V008259,CAR0055,2022-06-04,157878,Cabang Ringroad,Mekanik Beni,Oli & Filter,Filter Kabin/AC,1,189000
SVC027592,V007148,CAR0044,2022-06-04,48545,Cabang Krakatau,Mekanik Hasan,Rem & Kaki,Kampas Rem Depan,1,590000
SVC013403,V003444,CAR0316,2022-06-04,35498,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Oli,1,101000
SVC007503,V001937,CAR0169,2022-06-04,25784,Cabang Ringroad,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,650000
SVC007504,V001937,CAR0169,2022-06-04,25784,Cabang Ringroad,Mekanik Anto,Oli & Filter,Filter Udara,1,174000
SVC013402,V003444,CAR0316,2022-06-04,35498,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,480000
SVC013407,V003444,CAR0316,2022-06-04,35498,Cabang Setia Budi,Mekanik Beni,Rem & Kaki,Kampas Rem Depan,1,616000
SVC013406,V003444,CAR0316,2022-06-04,35498,Cabang Setia Budi,Mekanik Beni,Tune Up,Busi (set),1,327000
SVC013405,V003444,CAR0316,2022-06-04,35498,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Kabin/AC,1,144000
SVC013404,V003444,CAR0316,2022-06-04,35498,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Udara,1,134000
SVC000008,V000002,CAR0001,2022-06-06,18244,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Filter Udara,1,193000
SVC000007,V000002,CAR0001,2022-06-06,18244,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,640000
SVC015076,V003887,CAR0347,2022-06-07,58645,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Kabin/AC,1,98000
SVC015075,V003887,CAR0347,2022-06-07,58645,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Udara,1,194000
SVC015074,V003887,CAR0347,2022-06-07,58645,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Oli,1,91000
SVC015073,V003887,CAR0347,2022-06-07,58645,Cabang Krakatau,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,330000
SVC001602,V000414,CAR0039,2022-06-07,15016,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Udara,1,248000
SVC001601,V000414,CAR0039,2022-06-07,15016,Cabang Krakatau,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,420000
SVC002194,V000566,CAR0054,2022-06-09,8240,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Filter Oli,1,119000
SVC002193,V000566,CAR0054,2022-06-09,8240,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,420000
SVC016564,V004266,CAR0379,2022-06-10,47770,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Udara,1,242000
SVC016562,V004266,CAR0379,2022-06-10,47770,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,500000
SVC027695,V007231,CAR0144,2022-06-10,42252,Cabang Sisingamangaraja,Mekanik Rudi,Rem & Kaki,Spooring & Balancing,1,332000
SVC016563,V004266,CAR0379,2022-06-10,47770,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Oli,1,72000
SVC012691,V003261,CAR0299,2022-06-11,26672,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Filter Udara,1,205000
SVC012690,V003261,CAR0299,2022-06-11,26672,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Filter Oli,1,82000
SVC012689,V003261,CAR0299,2022-06-11,26672,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,420000
SVC028815,V008180,CAR0496,2022-06-12,75489,Cabang Gatot Subroto,Mekanik Sahat,Pendingin,Coolant/Radiator,1,143000
SVC028756,V008134,CAR0241,2022-06-13,40823,Cabang Sisingamangaraja,Mekanik Hasan,Rem & Kaki,Ban (per pcs),4,1088000
SVC028239,V007692,CAR0260,2022-06-13,98364,Cabang Gatot Subroto,Mekanik Anto,Rem & Kaki,Ban (per pcs),4,1334000
SVC010633,V002739,CAR0248,2022-06-13,17010,Cabang Setia Budi,Mekanik Sahat,Pendingin,Coolant/Radiator,1,220000
SVC010632,V002739,CAR0248,2022-06-13,17010,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Filter Oli,1,82000
SVC028342,V007781,CAR0444,2022-06-13,110628,Cabang Setia Budi,Mekanik Sahat,Tune Up,Busi (set),1,293000
SVC023305,V006007,CAR0524,2022-06-13,23491,Cabang Ringroad,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,330000
SVC023306,V006007,CAR0524,2022-06-13,23491,Cabang Ringroad,Mekanik Anto,Oli & Filter,Filter Oli,1,95000
SVC010631,V002739,CAR0248,2022-06-13,17010,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,420000
SVC003482,V000902,CAR0081,2022-06-14,11325,Cabang Sisingamangaraja,Mekanik Beni,Rem & Kaki,Kampas Rem Belakang,1,723000
SVC003481,V000902,CAR0081,2022-06-14,11325,Cabang Sisingamangaraja,Mekanik Beni,Rem & Kaki,Kampas Rem Depan,1,451000
SVC003479,V000902,CAR0081,2022-06-14,11325,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Filter Oli,1,86000
SVC027730,V007260,CAR0168,2022-06-14,32095,Cabang Sisingamangaraja,Mekanik Beni,Kelistrikan,Aki/Accu,1,1647000
SVC003478,V000902,CAR0081,2022-06-14,11325,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,450000
SVC003480,V000902,CAR0081,2022-06-14,11325,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Filter Udara,1,230000
SVC003236,V000833,CAR0077,2022-06-15,68636,Cabang Gatot Subroto,Mekanik Tigor,Rem & Kaki,Kampas Rem Depan,1,416000
SVC003234,V000833,CAR0077,2022-06-15,68636,Cabang Gatot Subroto,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,330000
SVC003235,V000833,CAR0077,2022-06-15,68636,Cabang Gatot Subroto,Mekanik Tigor,Oli & Filter,Filter Udara,1,192000
SVC028834,V008195,CAR0216,2022-06-15,137278,Cabang Krakatau,Mekanik Anto,Pendingin,Coolant/Radiator,1,149000
SVC018234,V004697,CAR0416,2022-06-16,12774,Cabang Sisingamangaraja,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,330000
SVC006996,V001806,CAR0160,2022-06-16,52947,Cabang Krakatau,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,760000
SVC006998,V001806,CAR0160,2022-06-16,52947,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Udara,1,248000
SVC018235,V004697,CAR0416,2022-06-16,12774,Cabang Sisingamangaraja,Mekanik Joni,Oli & Filter,Filter Oli,1,84000
SVC007000,V001806,CAR0160,2022-06-16,52947,Cabang Krakatau,Mekanik Beni,Pendingin,Coolant/Radiator,1,193000
SVC006999,V001806,CAR0160,2022-06-16,52947,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Kabin/AC,1,176000
SVC006997,V001806,CAR0160,2022-06-16,52947,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Oli,1,96000
SVC019261,V004962,CAR0436,2022-06-17,25644,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Udara,1,255000
SVC021068,V005425,CAR0475,2022-06-17,38163,Cabang Krakatau,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,450000
SVC021071,V005425,CAR0475,2022-06-17,38163,Cabang Krakatau,Mekanik Rudi,Pendingin,Coolant/Radiator,1,222000
SVC021070,V005425,CAR0475,2022-06-17,38163,Cabang Krakatau,Mekanik Rudi,Oli & Filter,Filter Udara,1,143000
SVC019259,V004962,CAR0436,2022-06-17,25644,Cabang Krakatau,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,450000
SVC019260,V004962,CAR0436,2022-06-17,25644,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Oli,1,85000
SVC021069,V005425,CAR0475,2022-06-17,38163,Cabang Krakatau,Mekanik Rudi,Oli & Filter,Filter Oli,1,116000
SVC027898,V007402,CAR0296,2022-06-17,82271,Cabang Krakatau,Mekanik Joni,Kelistrikan,Aki/Accu,1,1729000
SVC006158,V001581,CAR0145,2022-06-18,55554,Cabang Ringroad,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,650000
SVC006161,V001581,CAR0145,2022-06-18,55554,Cabang Ringroad,Mekanik Anto,Tune Up,Tune Up / Servis Berkala,1,380000
SVC006160,V001581,CAR0145,2022-06-18,55554,Cabang Ringroad,Mekanik Anto,Oli & Filter,Filter Udara,1,142000
SVC027901,V007404,CAR0182,2022-06-18,90722,Cabang Krakatau,Mekanik Anto,Pendingin,Servis AC,1,304000
SVC006159,V001581,CAR0145,2022-06-18,55554,Cabang Ringroad,Mekanik Anto,Oli & Filter,Filter Oli,1,79000
SVC004162,V001076,CAR0097,2022-06-20,63665,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,450000
SVC024545,V006332,CAR0553,2022-06-20,41660,Cabang Sisingamangaraja,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,330000
SVC004164,V001076,CAR0097,2022-06-20,63665,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Filter Udara,1,240000
SVC004165,V001076,CAR0097,2022-06-20,63665,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Filter Kabin/AC,1,162000
SVC024547,V006332,CAR0553,2022-06-20,41660,Cabang Sisingamangaraja,Mekanik Joni,Oli & Filter,Filter Udara,1,257000
SVC028972,V008310,CAR0232,2022-06-20,173659,Cabang Sisingamangaraja,Mekanik Beni,Pendingin,Coolant/Radiator,1,249000
SVC024546,V006332,CAR0553,2022-06-20,41660,Cabang Sisingamangaraja,Mekanik Joni,Oli & Filter,Filter Oli,1,73000
SVC004163,V001076,CAR0097,2022-06-20,63665,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Filter Oli,1,85000
SVC020796,V005358,CAR0470,2022-06-21,44039,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Oli,1,116000
SVC020798,V005358,CAR0470,2022-06-21,44039,Cabang Gatot Subroto,Mekanik Dani,Rem & Kaki,Kampas Rem Depan,1,705000
SVC000443,V000114,CAR0012,2022-06-21,34613,Cabang Sisingamangaraja,Mekanik Hasan,Lainnya,Wiper,1,166000
SVC000440,V000114,CAR0012,2022-06-21,34613,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,420000
SVC028277,V007723,CAR0050,2022-06-21,56435,Cabang Ringroad,Mekanik Dani,Pendingin,Coolant/Radiator,1,237000
SVC020799,V005358,CAR0470,2022-06-21,44039,Cabang Gatot Subroto,Mekanik Dani,Lainnya,Wiper,1,180000
SVC020795,V005358,CAR0470,2022-06-21,44039,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,640000
SVC000441,V000114,CAR0012,2022-06-21,34613,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Filter Udara,1,181000
SVC000442,V000114,CAR0012,2022-06-21,34613,Cabang Sisingamangaraja,Mekanik Hasan,Tune Up,Busi (set),1,326000
SVC020797,V005358,CAR0470,2022-06-21,44039,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Udara,1,232000
SVC028620,V008014,CAR0404,2022-06-21,96608,Cabang Ringroad,Mekanik Joni,Kelistrikan,Aki/Accu,1,1121000
SVC020138,V005192,CAR0454,2022-06-23,19365,Cabang Gatot Subroto,Mekanik Dani,Rem & Kaki,Kampas Rem Depan,1,520000
SVC020135,V005192,CAR0454,2022-06-23,19365,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Kabin/AC,1,115000
SVC020136,V005192,CAR0454,2022-06-23,19365,Cabang Gatot Subroto,Mekanik Dani,Tune Up,Busi (set),1,284000
SVC020134,V005192,CAR0454,2022-06-23,19365,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Udara,1,177000
SVC020139,V005192,CAR0454,2022-06-23,19365,Cabang Gatot Subroto,Mekanik Dani,Rem & Kaki,Kampas Rem Belakang,1,746000
SVC020133,V005192,CAR0454,2022-06-23,19365,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,520000
SVC020137,V005192,CAR0454,2022-06-23,19365,Cabang Gatot Subroto,Mekanik Dani,Tune Up,Tune Up / Servis Berkala,1,378000
SVC028697,V008081,CAR0412,2022-06-24,123116,Cabang Ringroad,Mekanik Sahat,Tune Up,Busi (set),1,384000
SVC027531,V007097,CAR0196,2022-06-24,79948,Cabang Ringroad,Mekanik Tigor,Pendingin,Coolant/Radiator,1,159000
SVC020403,V005260,CAR0460,2022-06-25,57628,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,650000
SVC020404,V005260,CAR0460,2022-06-25,57628,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Udara,1,242000
SVC025416,V006555,CAR0568,2022-06-25,33578,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,560000
SVC025418,V006555,CAR0568,2022-06-25,33578,Cabang Gatot Subroto,Mekanik Beni,Kelistrikan,Aki/Accu,1,921000
SVC020405,V005260,CAR0460,2022-06-25,57628,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Kabin/AC,1,161000
SVC025417,V006555,CAR0568,2022-06-25,33578,Cabang Gatot Subroto,Mekanik Beni,Rem & Kaki,Kampas Rem Depan,1,815000
SVC027916,V007417,CAR0402,2022-06-26,84264,Cabang Sisingamangaraja,Mekanik Hasan,Pendingin,Coolant/Radiator,1,190000
SVC004845,V001250,CAR0116,2022-06-27,12332,Cabang Ringroad,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,650000
SVC004846,V001250,CAR0116,2022-06-27,12332,Cabang Ringroad,Mekanik Beni,Oli & Filter,Filter Oli,1,69000
SVC000516,V000133,CAR0013,2022-06-27,22010,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Udara,1,195000
SVC000515,V000133,CAR0013,2022-06-27,22010,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,480000
SVC000517,V000133,CAR0013,2022-06-27,22010,Cabang Sisingamangaraja,Mekanik Sahat,Tune Up,Tune Up / Servis Berkala,1,620000
SVC010358,V002671,CAR0243,2022-06-28,53515,Cabang Gatot Subroto,Mekanik Beni,Pendingin,Coolant/Radiator,1,256000
SVC010357,V002671,CAR0243,2022-06-28,53515,Cabang Gatot Subroto,Mekanik Beni,Tune Up,Tune Up / Servis Berkala,1,531000
SVC011153,V002871,CAR0260,2022-06-28,44189,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Filter Udara,1,239000
SVC011152,V002871,CAR0260,2022-06-28,44189,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,480000
SVC010353,V002671,CAR0243,2022-06-28,53515,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,520000
SVC010354,V002671,CAR0243,2022-06-28,53515,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Oli,1,108000
SVC010356,V002671,CAR0243,2022-06-28,53515,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Kabin/AC,1,112000
SVC010355,V002671,CAR0243,2022-06-28,53515,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Udara,1,169000
SVC028105,V007578,CAR0398,2022-06-29,86067,Cabang Sisingamangaraja,Mekanik Rudi,Tune Up,Busi (set),1,297000
SVC010222,V002635,CAR0239,2022-06-29,28664,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,330000
SVC010223,V002635,CAR0239,2022-06-29,28664,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Oli,1,113000
SVC027996,V007484,CAR0619,2022-06-29,74234,Cabang Ringroad,Mekanik Dani,Pendingin,Coolant/Radiator,1,229000
SVC010224,V002635,CAR0239,2022-06-29,28664,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Udara,1,182000
SVC023773,V006134,CAR0531,2022-06-30,20674,Cabang Sisingamangaraja,Mekanik Joni,Tune Up,Busi (set),1,239000
SVC023774,V006134,CAR0531,2022-06-30,20674,Cabang Sisingamangaraja,Mekanik Joni,Tune Up,Tune Up / Servis Berkala,1,591000
SVC023771,V006134,CAR0531,2022-06-30,20674,Cabang Sisingamangaraja,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,420000
